Municipality,Province,Latitude,Longitude,Month,Mean daily global insolation (kWh/m2) : S WITH 90,Mean daily global insolation (kWh/m2): S WITH LAT,Mean daily global insolation (kWh/m2): S WITH LAT + 15,Mean daily global insolation (kWh/m2): S WITH LAT - 15,Mean daily global insolation (kWh/m2): 2 AXIS TRACK,Mean daily global insolation (kWh/m2): S WITH 0
Bowen Bay,BC,49.35,-123.42,June,2.66,4.87,4.17,5.37,7.93,5.7
Bowen Bay,BC,49.35,-123.42,March,2.96,3.7,3.58,3.62,4.72,2.67
Bowen Bay,BC,49.35,-123.42,May,2.73,4.61,4.03,4.97,7.03,5.31
Bowen Bay,BC,49.35,-123.42,November,1.84,1.91,1.98,1.73,2.24,0.95
Bowen Bay,BC,49.35,-123.42,October,2.75,3.19,3.18,3.02,3.96,2.02
Bowen Bay,BC,49.35,-123.42,September,3.71,4.97,4.73,4.93,6.77,3.71
Brant,Ontario,44.19,-81.14,Annual,2.84,4.17,3.93,4.22,5.84,3.69
Brant,Ontario,44.19,-81.14,April,3.09,5.01,4.61,5.17,7.04,4.42
Brant,Ontario,44.19,-81.14,August,2.86,5.14,4.62,5.43,7.57,5.23
Brant,Ontario,44.19,-81.14,December,2.19,2.17,2.3,1.94,2.57,1.22
Brant,Ontario,44.19,-81.14,February,3.52,3.79,3.9,3.51,4.59,2.53
Brant,Ontario,44.19,-81.14,January,2.69,2.67,2.83,2.39,3.21,1.6
Brant,Ontario,44.19,-81.14,July,2.55,5.36,4.64,5.89,8.69,6.11
Brant,Ontario,44.19,-81.14,June,2.51,5.41,4.64,5.97,8.82,6.05
Brant,Ontario,44.19,-81.14,March,3.49,4.43,4.34,4.31,5.63,3.58
Brant,Ontario,44.19,-81.14,May,2.64,5.16,4.52,5.57,7.87,5.46
Brant,Ontario,44.19,-81.14,November,2.32,2.48,2.57,2.25,2.97,1.43
Brant,Ontario,44.19,-81.14,October,3.2,3.87,3.87,3.65,4.84,2.61
Brant,Ontario,44.19,-81.14,September,3.13,4.59,4.35,4.58,6.21,3.95
Bridgenorth,Ontario,44.38,-78.38,Annual,3.05,4.31,4.07,4.34,6.01,3.64
Bridgenorth,Ontario,44.38,-78.38,April,3.22,5.1,4.69,5.26,7.16,4.51
Bridgenorth,Ontario,44.38,-78.38,August,2.92,5.09,4.58,5.37,7.49,5.08
Bridgenorth,Ontario,44.38,-78.38,December,2.49,2.4,2.57,2.11,2.88,1.17
Bridgenorth,Ontario,44.38,-78.38,February,3.94,4.15,4.29,3.8,5.09,2.47
Bridgenorth,Ontario,44.38,-78.38,January,3.16,3.06,3.27,2.71,3.72,1.53
Bridgenorth,Ontario,44.38,-78.38,July,2.74,5.51,4.76,6.04,8.89,6.09
Bridgenorth,Ontario,44.38,-78.38,June,2.64,5.42,4.63,5.97,8.73,6.02
Bridgenorth,Ontario,44.38,-78.38,March,4.03,4.99,4.91,4.83,6.41,3.61
Bridgenorth,Ontario,44.38,-78.38,May,2.81,5.28,4.63,5.68,7.99,5.43
Bridgenorth,Ontario,44.38,-78.38,November,2.31,2.44,2.53,2.22,2.91,1.36
Bridgenorth,Ontario,44.38,-78.38,October,3.18,3.77,3.78,3.56,4.67,2.48
Bridgenorth,Ontario,44.38,-78.38,September,3.15,4.5,4.27,4.5,6.07,3.86
Bromptonville,Quebec,45.47,-71.94,Annual,3.04,4.2,3.98,4.22,5.84,3.52
Bromptonville,Quebec,45.47,-71.94,April,3.12,4.88,4.47,5.05,6.8,4.43
Bromptonville,Quebec,45.47,-71.94,August,2.84,4.86,4.36,5.12,7.14,4.88
Bromptonville,Quebec,45.47,-71.94,December,2.66,2.54,2.72,2.22,3.08,1.18
Bromptonville,Quebec,45.47,-71.94,February,4.18,4.35,4.51,3.98,5.4,2.52
Bromptonville,Quebec,45.47,-71.94,January,3.19,3.08,3.29,2.73,3.76,1.55
Bromptonville,Quebec,45.47,-71.94,July,2.61,5.1,4.4,5.57,8.04,5.69
Bromptonville,Quebec,45.47,-71.94,June,2.49,4.94,4.24,5.44,7.94,5.72
Bromptonville,Quebec,45.47,-71.94,March,4.24,5.19,5.11,5.02,6.72,3.65
Bromptonville,Quebec,45.47,-71.94,May,2.72,4.99,4.38,5.39,7.66,5.23
Bromptonville,Quebec,45.47,-71.94,November,2.44,2.54,2.64,2.29,3.06,1.38
Bromptonville,Quebec,45.47,-71.94,October,2.96,3.52,3.52,3.32,4.42,2.33
Bromptonville,Quebec,45.47,-71.94,September,3.14,4.46,4.23,4.46,5.98,3.64
Brownsburg,Quebec,45.68,-74.41,Annual,3.18,4.34,4.12,4.34,6.02,3.51
Brownsburg,Quebec,45.68,-74.41,April,3.27,5.03,4.63,5.18,7,4.42
Brownsburg,Quebec,45.68,-74.41,August,2.94,4.99,4.47,5.25,7.35,4.91
Brownsburg,Quebec,45.68,-74.41,December,2.91,2.73,2.94,2.37,3.34,1.15
Brownsburg,Quebec,45.68,-74.41,February,4.53,4.65,4.85,4.21,5.81,2.45
Brownsburg,Quebec,45.68,-74.41,January,3.58,3.4,3.64,2.97,4.16,1.5
Brownsburg,Quebec,45.68,-74.41,July,2.69,5.25,4.52,5.73,8.31,5.78
Brownsburg,Quebec,45.68,-74.41,June,2.53,5.08,4.33,5.59,8.13,5.77
Brownsburg,Quebec,45.68,-74.41,March,4.52,5.45,5.38,5.24,7.08,3.62
Brownsburg,Quebec,45.68,-74.41,May,2.73,5.08,4.43,5.47,7.78,5.3
Brownsburg,Quebec,45.68,-74.41,November,2.48,2.55,2.66,2.31,3.05,1.31
Brownsburg,Quebec,45.68,-74.41,October,3.03,3.55,3.56,3.34,4.39,2.27
Brownsburg,Quebec,45.68,-74.41,September,3.08,4.34,4.11,4.35,5.79,3.57
Brûlé,Alberta,53.28,-117.87,Annual,3.34,4.28,4.03,4.3,6.1,3.37
Brûlé,Alberta,53.28,-117.87,April,4.08,5.61,5.16,5.77,8.12,4.7
Brûlé,Alberta,53.28,-117.87,August,3.31,5,4.46,5.28,7.66,5.02
Brûlé,Alberta,53.28,-117.87,December,2.22,2.07,2.22,1.8,2.43,0.66
Brûlé,Alberta,53.28,-117.87,February,3.79,3.89,4.01,3.58,4.69,1.78
Brûlé,Alberta,53.28,-117.87,January,2.58,2.46,2.61,2.17,2.9,0.88
Brûlé,Alberta,53.28,-117.87,July,3.22,5.35,4.6,5.85,8.97,6.06
Brûlé,Alberta,53.28,-117.87,June,3.15,5.34,4.54,5.89,9.13,6.05
Brûlé,Alberta,53.28,-117.87,March,4.39,5.07,4.97,4.91,6.49,3.25
Brûlé,Alberta,53.28,-117.87,May,3.1,4.96,4.33,5.38,8.03,5.57
Brûlé,Alberta,53.28,-117.87,November,2.96,2.9,3.04,2.58,3.43,1
Brûlé,Alberta,53.28,-117.87,October,3.58,3.95,3.96,3.7,4.89,2.02
Brûlé,Alberta,53.28,-117.87,September,3.73,4.74,4.5,4.73,6.43,3.36
Buchans Junction,Newfoundland and Labrador,48.85,-56.48,Annual,2.57,3.47,3.26,3.52,4.68,3.13
Buchans Junction,Newfoundland and Labrador,48.85,-56.48,April,2.96,4.27,3.93,4.43,5.68,4.13
Buchans Junction,Newfoundland and Labrador,48.85,-56.48,August,2.74,4.34,3.89,4.58,6.17,4.45
Buchans Junction,Newfoundland and Labrador,48.85,-56.48,December,1.73,1.68,1.78,1.5,1.92,0.82
Buchans Junction,Newfoundland and Labrador,48.85,-56.48,February,3.14,3.25,3.34,3.01,3.91,1.95
Buchans Junction,Newfoundland and Labrador,48.85,-56.48,January,2.35,2.27,2.4,2.03,2.64,1.09
Buchans Junction,Newfoundland and Labrador,48.85,-56.48,July,2.54,4.47,3.87,4.87,6.75,5.22
Buchans Junction,Newfoundland and Labrador,48.85,-56.48,June,2.47,4.44,3.82,4.88,6.9,5.4
Buchans Junction,Newfoundland and Labrador,48.85,-56.48,March,3.59,4.24,4.16,4.13,5.28,3.13
Buchans Junction,Newfoundland and Labrador,48.85,-56.48,May,2.53,4.3,3.77,4.65,6.4,4.86
Buchans Junction,Newfoundland and Labrador,48.85,-56.48,November,1.75,1.83,1.89,1.69,2.14,1.1
Buchans Junction,Newfoundland and Labrador,48.85,-56.48,October,2.31,2.72,2.69,2.61,3.31,1.98
Buchans Junction,Newfoundland and Labrador,48.85,-56.48,September,2.81,3.83,3.61,3.85,5.01,3.37
Burwash Landing,Yukon,61.36,-138.99,Annual,3.24,3.84,3.6,3.89,5.48,2.68
Burwash Landing,Yukon,61.36,-138.99,April,4.79,5.8,5.37,5.9,8.44,4.33
Burwash Landing,Yukon,61.36,-138.99,August,3.64,4.77,4.27,5.04,7.11,3.91
Burwash Landing,Yukon,61.36,-138.99,December,1.26,1.18,1.26,1.02,1.3,0.17
Burwash Landing,Yukon,61.36,-138.99,February,3.49,3.44,3.55,3.12,4.07,1.03
Burwash Landing,Yukon,61.36,-138.99,January,1.89,1.78,1.89,1.55,1.99,0.31
Burwash Landing,Yukon,61.36,-138.99,July,3.36,4.73,4.07,5.18,7.64,4.86
Burwash Landing,Yukon,61.36,-138.99,June,3.54,5.08,4.33,5.61,8.79,5.61
Burwash Landing,Yukon,61.36,-138.99,March,4.86,5.21,5.14,5,6.69,2.47
Burwash Landing,Yukon,61.36,-138.99,May,3.95,5.41,4.73,5.84,9.04,5.29
Burwash Landing,Yukon,61.36,-138.99,November,1.82,1.76,1.83,1.58,1.95,0.41
Burwash Landing,Yukon,61.36,-138.99,October,2.92,3.02,3.02,2.83,3.48,1.16
Burwash Landing,Yukon,61.36,-138.99,September,3.44,3.97,3.74,3.99,5.21,2.58
Bushell Park,Saskatchewan,50.33,-105.55,Annual,3.84,4.98,4.74,4.96,7.16,3.73
Bushell Park,Saskatchewan,50.33,-105.55,April,4.08,5.9,5.43,6.06,8.63,4.97
Bushell Park,Saskatchewan,50.33,-105.55,August,3.69,5.84,5.22,6.14,9.08,5.37
Bushell Park,Saskatchewan,50.33,-105.55,December,3.36,3.11,3.36,2.68,3.77,1.01
Bushell Park,Saskatchewan,50.33,-105.55,February,4.8,4.89,5.08,4.43,6.05,2.31
Bushell Park,Saskatchewan,50.33,-105.55,January,3.98,3.75,4.03,3.26,4.57,1.33
Bushell Park,Saskatchewan,50.33,-105.55,July,3.35,5.99,5.13,6.55,10.21,6.41
Bushell Park,Saskatchewan,50.33,-105.55,June,3.14,5.75,4.88,6.34,9.97,6.26
Bushell Park,Saskatchewan,50.33,-105.55,March,4.67,5.45,5.39,5.24,7.11,3.63
Bushell Park,Saskatchewan,50.33,-105.55,May,3.33,5.64,4.91,6.09,9.08,5.82
Bushell Park,Saskatchewan,50.33,-105.55,November,3.59,3.51,3.72,3.11,4.27,1.35
Bushell Park,Saskatchewan,50.33,-105.55,October,4.23,4.72,4.76,4.4,5.98,2.42
Bushell Park,Saskatchewan,50.33,-105.55,September,3.97,5.23,4.97,5.2,7.19,3.79
Calstock,Ontario,49.79,-84.14,Annual,3.2,4.16,3.96,4.17,5.87,3.38
Calstock,Ontario,49.79,-84.14,April,4.26,5.94,5.52,6.08,8.45,4.8
Calstock,Ontario,49.79,-84.14,August,2.97,4.72,4.23,4.99,7.16,4.69
Calstock,Ontario,49.79,-84.14,December,2.74,2.54,2.74,2.2,3.05,0.91
Calstock,Ontario,49.79,-84.14,February,4.53,4.57,4.77,4.14,5.67,2.2
Calstock,Ontario,49.79,-84.14,January,3.44,3.23,3.47,2.82,3.93,1.21
Calstock,Ontario,49.79,-84.14,July,2.75,4.9,4.22,5.38,8.08,5.66
Calstock,Ontario,49.79,-84.14,June,2.65,4.82,4.13,5.33,8.07,5.83
Calstock,Ontario,49.79,-84.14,March,4.83,5.52,5.48,5.28,7.17,3.53
Calstock,Ontario,49.79,-84.14,May,2.93,4.95,4.34,5.36,7.86,5.51
Calstock,Ontario,49.79,-84.14,November,2.29,2.29,2.39,2.06,2.7,1.06
Calstock,Ontario,49.79,-84.14,October,2.52,2.89,2.88,2.76,3.53,1.88
Calstock,Ontario,49.79,-84.14,September,2.63,3.57,3.36,3.59,4.79,3.15
Cannington,Ontario,44.35,-79.04,Annual,2.99,4.26,4.02,4.3,5.95,3.64
Cannington,Ontario,44.35,-79.04,April,3.23,5.13,4.71,5.29,7.21,4.53
Cannington,Ontario,44.35,-79.04,August,2.9,5.07,4.55,5.34,7.45,5.08
Cannington,Ontario,44.35,-79.04,December,2.36,2.28,2.44,2.02,2.74,1.16
Cannington,Ontario,44.35,-79.04,February,3.84,4.05,4.19,3.72,4.96,2.47
Cannington,Ontario,44.35,-79.04,January,3.01,2.93,3.11,2.59,3.55,1.52
Cannington,Ontario,44.35,-79.04,July,2.72,5.48,4.73,6,8.86,6.09
Cannington,Ontario,44.35,-79.04,June,2.61,5.39,4.61,5.94,8.72,6.01
Cannington,Ontario,44.35,-79.04,March,3.99,4.94,4.86,4.78,6.32,3.61
Cannington,Ontario,44.35,-79.04,May,2.8,5.28,4.62,5.68,8,5.44
Cannington,Ontario,44.35,-79.04,November,2.26,2.39,2.48,2.17,2.84,1.35
Cannington,Ontario,44.35,-79.04,October,3.13,3.72,3.73,3.52,4.62,2.48
Cannington,Ontario,44.35,-79.04,September,3.11,4.46,4.23,4.46,6.01,3.84
Cape Dorset,Nunavut,64.23,-76.54,Annual,3.4,3.83,3.64,3.86,5.52,2.71
Cape Dorset,Nunavut,64.23,-76.54,April,7.06,7.66,7.43,7.56,11.13,4.72
Cape Dorset,Nunavut,64.23,-76.54,August,3.07,3.86,3.44,4.11,5.79,3.58
Cape Dorset,Nunavut,64.23,-76.54,December,0.43,0.41,0.43,0.36,0.44,0.07
Cape Dorset,Nunavut,64.23,-76.54,February,3.74,3.63,3.77,3.27,4.22,0.92
Cape Dorset,Nunavut,64.23,-76.54,January,1.17,1.1,1.17,0.96,1.23,0.2
Cape Dorset,Nunavut,64.23,-76.54,July,3.56,4.8,4.13,5.28,8.21,5.19
Cape Dorset,Nunavut,64.23,-76.54,June,4.16,5.53,4.81,6.07,9.63,6.09
Cape Dorset,Nunavut,64.23,-76.54,March,6.19,6.32,6.37,5.94,8.1,2.64
Cape Dorset,Nunavut,64.23,-76.54,May,5.74,6.65,6.2,6.89,10.29,5.89
Cape Dorset,Nunavut,64.23,-76.54,November,1.13,1.08,1.13,0.97,1.2,0.26
Cape Dorset,Nunavut,64.23,-76.54,October,2.06,2.1,2.11,1.98,2.4,0.88
Cape Dorset,Nunavut,64.23,-76.54,September,2.56,2.87,2.71,2.9,3.62,2.03
Cape Egmont,Prince Edward Island,46.4,-64.1,Annual,3.08,4.15,3.94,4.15,5.67,3.39
Cape Egmont,Prince Edward Island,46.4,-64.1,April,3.04,4.57,4.2,4.72,6.27,4.25
Cape Egmont,Prince Edward Island,46.4,-64.1,August,2.97,4.93,4.43,5.19,7.15,4.86
Cape Egmont,Prince Edward Island,46.4,-64.1,December,2.64,2.5,2.69,2.17,3.03,1.04
Cape Egmont,Prince Edward Island,46.4,-64.1,February,4.14,4.27,4.43,3.9,5.25,2.29
Cape Egmont,Prince Edward Island,46.4,-64.1,January,3.59,3.41,3.66,2.98,4.18,1.38
Cape Egmont,Prince Edward Island,46.4,-64.1,July,2.68,4.96,4.31,5.41,7.63,5.5
Cape Egmont,Prince Edward Island,46.4,-64.1,June,2.58,4.96,4.26,5.46,7.82,5.61
Cape Egmont,Prince Edward Island,46.4,-64.1,March,4.14,4.96,4.89,4.79,6.35,3.41
Cape Egmont,Prince Edward Island,46.4,-64.1,May,2.67,4.77,4.19,5.14,7.13,5.05
Cape Egmont,Prince Edward Island,46.4,-64.1,November,2.41,2.5,2.6,2.26,2.99,1.33
Cape Egmont,Prince Edward Island,46.4,-64.1,October,3.01,3.53,3.53,3.33,4.37,2.28
Cape Egmont,Prince Edward Island,46.4,-64.1,September,3.17,4.4,4.17,4.4,5.87,3.63
Cape Ray,Newfoundland and Labrador,47.64,-59.29,Annual,2.52,3.49,3.27,3.55,4.72,3.14
Cape Ray,Newfoundland and Labrador,47.64,-59.29,April,2.86,4.19,3.86,4.33,5.57,3.95
Cape Ray,Newfoundland and Labrador,47.64,-59.29,August,2.77,4.49,4.03,4.73,6.36,4.58
Cape Ray,Newfoundland and Labrador,47.64,-59.29,December,1.48,1.48,1.54,1.34,1.69,0.87
Cape Ray,Newfoundland and Labrador,47.64,-59.29,February,3.14,3.29,3.38,3.04,3.96,1.96
Cape Ray,Newfoundland and Labrador,47.64,-59.29,January,2.06,2.04,2.14,1.84,2.39,1.14
Cape Ray,Newfoundland and Labrador,47.64,-59.29,July,2.54,4.59,3.98,5,6.88,5.26
Cape Ray,Newfoundland and Labrador,47.64,-59.29,June,2.49,4.68,4.01,5.13,7.25,5.4
Cape Ray,Newfoundland and Labrador,47.64,-59.29,March,3.56,4.24,4.17,4.13,5.33,3.11
Cape Ray,Newfoundland and Labrador,47.64,-59.29,May,2.59,4.51,3.95,4.86,6.67,4.87
Cape Ray,Newfoundland and Labrador,47.64,-59.29,November,1.66,1.78,1.82,1.65,2.07,1.15
Cape Ray,Newfoundland and Labrador,47.64,-59.29,October,2.29,2.73,2.69,2.62,3.31,2.03
Cape Ray,Newfoundland and Labrador,46.22,-64.27,September,2.81,3.88,3.66,3.9,5.08,3.34
Cap-Pele,New Brunswick,46.22,-64.27,Annual,3.09,4.16,3.96,4.17,5.7,3.41
Cap-Pele,New Brunswick,46.22,-64.27,April,3.01,4.56,4.19,4.71,6.26,4.24
Cap-Pele,New Brunswick,46.22,-64.27,August,2.98,4.96,4.47,5.23,7.21,4.89
Cap-Pele,New Brunswick,46.22,-64.27,December,2.69,2.54,2.74,2.21,3.09,1.06
Cap-Pele,New Brunswick,46.22,-64.27,February,4.11,4.25,4.41,3.88,5.23,2.29
Cap-Pele,New Brunswick,46.22,-64.27,January,3.6,3.42,3.67,2.99,4.19,1.39
Cap-Pele,New Brunswick,46.22,-64.27,July,2.66,4.96,4.31,5.42,7.64,5.52
Cap-Pele,New Brunswick,46.22,-64.27,June,2.56,4.94,4.25,5.44,7.8,5.61
Cap-Pele,New Brunswick,46.22,-64.27,March,4.11,4.95,4.88,4.78,6.33,3.39
Cap-Pele,New Brunswick,46.22,-64.27,May,2.66,4.77,4.19,5.14,7.14,5.05
Cap-Pele,New Brunswick,46.22,-64.27,November,2.46,2.55,2.66,2.3,3.05,1.36
Cap-Pele,New Brunswick,46.22,-64.27,October,3.08,3.61,3.61,3.41,4.47,2.32
Cap-Pele,New Brunswick,46.22,-64.27,September,3.2,4.46,4.23,4.46,5.95,3.67
Carcross,Yukon,60.17,-134.71,Annual,2.77,3.48,3.21,3.57,4.97,2.79
Carcross,Yukon,60.17,-134.71,April,4.17,5.35,4.88,5.52,7.71,4.39
Carcross,Yukon,60.17,-134.71,August,3.56,4.84,4.32,5.11,7.19,4.14
Carcross,Yukon,60.17,-134.71,December,0.72,0.69,0.72,0.6,0.77,0.2
Carcross,Yukon,60.17,-134.71,February,2.86,2.89,2.96,2.66,3.37,1.06
Carcross,Yukon,60.17,-134.71,January,1.29,1.24,1.3,1.1,1.4,0.34
Carcross,Yukon,60.17,-134.71,July,3.34,4.84,4.16,5.3,7.74,5.2
Carcross,Yukon,60.17,-134.71,June,3.51,5.16,4.4,5.69,8.57,5.8
Carcross,Yukon,60.17,-134.71,March,4.03,4.49,4.39,4.35,5.69,2.55
Carcross,Yukon,60.17,-134.71,May,3.56,5.08,4.41,5.52,8.12,5.34
Carcross,Yukon,60.17,-134.71,November,1.3,1.29,1.33,1.16,1.47,0.46
Carcross,Yukon,60.17,-134.71,October,2.01,2.23,2.2,2.14,2.69,1.21
Carcross,Yukon,60.17,-134.71,September,2.98,3.68,3.45,3.69,4.86,2.64
Carmacks,Yukon,62.09,-136.3,Annual,3.01,3.62,3.36,3.7,5.22,2.69
Carmacks,Yukon,62.09,-136.3,April,4.69,5.76,5.29,5.9,8.4,4.34
Carmacks,Yukon,62.09,-136.3,August,3.54,4.65,4.15,4.92,6.94,3.94
Carmacks,Yukon,62.09,-136.3,December,0.86,0.81,0.86,0.71,0.88,0.15
Carmacks,Yukon,62.09,-136.3,February,3.18,3.15,3.24,2.86,3.69,0.97
Carmacks,Yukon,62.09,-136.3,January,1.45,1.36,1.45,1.2,1.51,0.27
Carmacks,Yukon,62.09,-136.3,July,3.42,4.76,4.09,5.22,7.74,5.02
Carmacks,Yukon,62.09,-136.3,June,3.72,5.27,4.47,5.82,9.08,5.78
Carmacks,Yukon,62.09,-136.3,March,4.63,5,4.91,4.81,6.37,2.44
Carmacks,Yukon,62.09,-136.3,May,3.87,5.31,4.59,5.75,8.82,5.36
Carmacks,Yukon,62.09,-136.3,November,1.37,1.33,1.39,1.2,1.5,0.37
Carmacks,Yukon,62.09,-136.3,October,2.33,2.46,2.44,2.32,2.88,1.09
Carmacks,Yukon,62.09,-136.3,September,3.1,3.64,3.42,3.66,4.79,2.48
Carway,Alberta,49,-113.38,Annual,3.55,4.71,4.47,4.71,6.7,3.75
Carway,Alberta,49,-113.38,April,3.56,5.3,4.86,5.46,7.64,4.74
Carway,Alberta,49,-113.38,August,3.54,5.69,5.1,5.99,8.68,5.67
Carway,Alberta,49,-113.38,December,2.93,2.76,2.96,2.39,3.29,1.05
Carway,Alberta,49,-113.38,February,3.99,4.16,4.3,3.81,5.13,2.23
Carway,Alberta,49,-113.38,January,3.51,3.34,3.57,2.92,4.03,1.31
Carway,Alberta,49,-113.38,July,3.22,5.93,5.11,6.5,9.94,6.6
Carway,Alberta,49,-113.38,June,2.94,5.51,4.71,6.11,9.27,6.19
Carway,Alberta,49,-113.38,March,4.04,4.91,4.81,4.75,6.36,3.53
Carway,Alberta,49,-113.38,May,2.98,5.12,4.5,5.54,8.11,5.68
Carway,Alberta,49,-113.38,November,3.35,3.33,3.51,2.96,4.04,1.38
Carway,Alberta,49,-113.38,October,4.39,4.92,4.97,4.59,6.22,2.57
Carway,Alberta,49,-113.38,September,4.18,5.51,5.25,5.48,7.56,3.94
Castor River North,Newfoundland and Labrador,50.93,-56.96,Annual,2.66,3.44,3.24,3.48,4.62,3.02
Castor River North,Newfoundland and Labrador,50.93,-56.96,April,3.41,4.56,4.24,4.69,6.04,4.22
Castor River North,Newfoundland and Labrador,50.93,-56.96,August,2.72,4.15,3.72,4.39,5.91,4.27
Castor River North,Newfoundland and Labrador,50.93,-56.96,December,1.66,1.59,1.69,1.41,1.86,0.72
Castor River North,Newfoundland and Labrador,50.93,-56.96,February,3.3,3.38,3.49,3.11,4.07,1.8
Castor River North,Newfoundland and Labrador,50.93,-56.96,January,2.24,2.16,2.29,1.93,2.57,0.97
Castor River North,Newfoundland and Labrador,50.93,-56.96,July,2.55,4.27,3.7,4.66,6.5,5.07
Castor River North,Newfoundland and Labrador,50.93,-56.96,June,2.56,4.3,3.71,4.72,6.64,5.3
Castor River North,Newfoundland and Labrador,50.93,-56.96,March,3.85,4.4,4.34,4.27,5.49,3.05
Castor River North,Newfoundland and Labrador,50.93,-56.96,May,2.88,4.44,3.94,4.78,6.46,4.89
Castor River North,Newfoundland and Labrador,50.93,-56.96,November,1.89,1.92,1.99,1.75,2.24,0.98
Castor River North,Newfoundland and Labrador,50.93,-56.96,October,2.24,2.58,2.55,2.48,3.12,1.77
Castor River North,Newfoundland and Labrador,50.93,-56.96,September,2.64,3.5,3.29,3.53,4.53,3.08
Cat Lake,Ontario,51.72,-91.82,Annual,3.42,4.34,4.13,4.33,6.11,3.38
Cat Lake,Ontario,51.72,-91.82,April,4.49,6.14,5.7,6.27,8.78,4.94
Cat Lake,Ontario,51.72,-91.82,August,3.11,4.76,4.25,5.02,7.17,4.68
Cat Lake,Ontario,51.72,-91.82,December,2.96,2.73,2.95,2.35,3.27,0.86
Cat Lake,Ontario,51.72,-91.82,February,4.69,4.68,4.89,4.23,5.77,2.12
Cat Lake,Ontario,51.72,-91.82,January,3.73,3.47,3.74,3.01,4.21,1.16
Cat Lake,Ontario,51.72,-91.82,July,2.99,5.1,4.38,5.58,8.39,5.78
Cat Lake,Ontario,51.72,-91.82,June,2.85,4.95,4.22,5.45,8.19,5.79
Cat Lake,Ontario,51.72,-91.82,March,5.21,5.86,5.82,5.59,7.6,3.55
Cat Lake,Ontario,51.72,-91.82,May,3.31,5.41,4.72,5.83,8.53,5.65
Cat Lake,Ontario,51.72,-91.82,November,2.42,2.38,2.51,2.14,2.84,1.06
Cat Lake,Ontario,51.72,-91.82,October,2.55,2.88,2.87,2.75,3.53,1.82
Cat Lake,Ontario,51.72,-91.82,September,2.86,3.76,3.54,3.78,5.01,3.06
Catalina,Newfoundland and Labrador,48.52,-53.08,Annual,2.57,3.43,3.24,3.47,4.59,3.1
Catalina,Newfoundland and Labrador,48.52,-53.08,April,2.82,4.01,3.71,4.16,5.29,3.96
Catalina,Newfoundland and Labrador,48.52,-53.08,August,2.76,4.39,3.95,4.64,6.24,4.49
Catalina,Newfoundland and Labrador,48.52,-53.08,December,1.82,1.75,1.86,1.55,2.06,0.83
Catalina,Newfoundland and Labrador,48.52,-53.08,February,3.18,3.29,3.4,3.04,3.96,1.91
Catalina,Newfoundland and Labrador,48.52,-53.08,January,2.38,2.31,2.45,2.06,2.75,1.11
Catalina,Newfoundland and Labrador,48.52,-53.08,July,2.58,4.53,3.94,4.94,6.79,5.26
Catalina,Newfoundland and Labrador,48.52,-53.08,June,2.39,4.24,3.67,4.66,6.38,5.36
Catalina,Newfoundland and Labrador,48.52,-53.08,March,3.49,4.13,4.05,4.01,5.13,3.05
Catalina,Newfoundland and Labrador,48.52,-53.08,May,2.39,4.02,3.55,4.35,5.83,4.76
Catalina,Newfoundland and Labrador,48.52,-53.08,November,1.89,1.97,2.03,1.8,2.3,1.1
Catalina,Newfoundland and Labrador,48.52,-53.08,October,2.37,2.78,2.76,2.66,3.37,1.96
Catalina,Newfoundland and Labrador,48.52,-53.08,September,2.78,3.77,3.56,3.79,4.89,3.33
Cavendish,Newfoundland and Labrador,47.72,-53.49,Annual,2.54,3.44,3.25,3.49,4.58,3.13
Cavendish,Newfoundland and Labrador,47.72,-53.49,April,2.76,4.01,3.69,4.15,5.26,3.97
Cavendish,Newfoundland and Labrador,47.72,-53.49,August,2.73,4.39,3.95,4.64,6.2,4.53
Cavendish,Newfoundland and Labrador,47.72,-53.49,December,1.78,1.73,1.84,1.54,2.01,0.86
Cavendish,Newfoundland and Labrador,47.72,-53.49,February,3.09,3.22,3.32,2.98,3.86,1.96
Cavendish,Newfoundland and Labrador,47.72,-53.49,January,2.32,2.26,2.39,2.02,2.66,1.13
Cavendish,Newfoundland and Labrador,47.72,-53.49,July,2.58,4.59,3.99,5,6.83,5.29
Cavendish,Newfoundland and Labrador,47.72,-53.49,June,2.37,4.27,3.7,4.7,6.36,5.33
Cavendish,Newfoundland and Labrador,47.72,-53.49,March,3.39,4.06,3.97,3.95,5.03,3.07
Cavendish,Newfoundland and Labrador,47.72,-53.49,May,2.41,4.1,3.62,4.43,5.91,4.75
Cavendish,Newfoundland and Labrador,47.72,-53.49,November,1.85,1.95,2.01,1.79,2.27,1.15
Cavendish,Newfoundland and Labrador,47.72,-53.49,October,2.39,2.83,2.81,2.71,3.43,2.03
Cavendish,Newfoundland and Labrador,47.72,-53.49,September,2.84,3.89,3.68,3.9,5.05,3.43
Chesterfield Inlet,Nunavut,63.34,-90.7,Annual,3.77,4.24,4.05,4.23,6.1,2.86
Chesterfield Inlet,Nunavut,63.34,-90.7,April,7.07,7.66,7.44,7.54,11.09,4.87
Chesterfield Inlet,Nunavut,63.34,-90.7,August,3.21,4.18,3.72,4.44,6.51,3.86
Chesterfield Inlet,Nunavut,63.34,-90.7,December,0.89,0.83,0.88,0.72,0.91,0.14
Chesterfield Inlet,Nunavut,63.34,-90.7,February,4.71,4.52,4.73,4.06,5.36,1.04
