Municipality,Longitude,Latitude
Saint-Félicien,-72.45,48.65
Saint-Félix-de-Kingsey,-72.18,45.8
Saint-Félix-de-Valois,-73.43,46.16
Saint-Ferdinand,-71.56,46.1
Saint-Fidèle,-69.99,47.73
Saint-François de Madawaska,-68.7,47.24
Saint-Fulgence,-70.9,48.45
Saint-Gabriel,-73.38,46.3
Saint-Gabriel-de-Rimouski,-68.16,48.41
Saint-Gédéon,-71.76,48.5
Saint-Georges,-70.66,46.11
Saint-Germain-de-Grantham,-72.56,45.83
Saint-Gervais,-70.88,46.71
Saint-Grégoire,-64.7,46.42
Saint-Guillaume,-72.76,45.88
Saint-Hilarion,-70.4,47.56
Saint-Honoré,-71.08,48.53
Saint-Honoré-de-Témiscouata,-69.13,47.7
Saint-Hubert-de-Rivière-du-Loup,-69.15,47.81
Saint-Hugues,-72.86,45.8
Saint-Hyacinthe,-72.95,45.61
Saint-Ignace,-65.07,46.69
Saint-Isidore,-65.04,47.55
Saint-Jacques,-68.38,47.43
Saint-Jean-Baptiste,-64.7,46.47
Saint-Jean-Baptiste-de-Restigouche,-67.21,47.76
Saint-Jean-de-Dieu,-69.05,48.0
Saint-Jean-de-Matha,-73.53,46.23
Saint-Jean-Port-Joli,-70.26,47.21
Saint-Jean-sur-Richelieu,-73.26,45.31
Saint-Jérôme,-74.0,45.78
Saint-Joseph-de-Beauce,-70.88,46.3
Saint-Jovite,-74.59,46.11
Saint-Just-de-Bretenières,-70.1,46.56
Saint-Lambert-de-Lévis,-71.21,46.58
Saint-Lazare-de-Bellechasse,-70.8,46.65
Saint-Léolin,-65.16,47.77
Saint-Léonard-d'Aston,-72.36,46.1
Saint-Liboire,-72.76,45.65
Saint-Louis de Kent,-64.97,46.73
Saint-Louis-de-Gonzague,-70.33,46.26
Saint-Magloire,-70.28,46.58
Saint-Malo,-71.5,45.2
Saint-Marc-des-Carrières,-72.05,46.68
Saint-Martin,-70.65,45.96
Saint-Martin-de-Restigouche,-67.33,47.56
Saint-Michel,-73.56,45.23
Saint-Michel-de-Bellechasse,-70.91,46.86
Saint-Michel-des-Saints,-73.91,46.68
Saint-Nicéphore,-72.41,45.82
Saint-Noël,-67.83,48.58
Saint-Odilon,-70.67,46.35
Saint-Ours,-73.15,45.88
Saint-Pacôme,-69.95,47.4
Saint-Pamphile,-69.78,46.96
Saint-Pascal,-69.8,47.53
Saint-Paul,-65.0,46.33
Saint-Paul-de-Montminy,-70.36,46.73
Saint-Paulin,-73.03,46.41
Saint-Philémon,-70.45,46.68
Saint-Philippe-de-Néri,-69.88,47.46
Saint-Pie,-68.33,48.3
Saint-Pierre-les-Becquets,-72.2,46.5
Saint-Prosper-de-Dorchester,-70.48,46.21
Saint-Quentin,-67.39,47.51
Saint-Raphaël,-70.75,46.8
Saint-Raymond,-71.83,46.9
Saint-Rémi,-73.61,45.26
Saint-Roch-des-Aulnaies,-70.18,47.31
Saint-Sauveur,-65.29,47.52
Saint-Siméon,-65.56,48.06
Saint-Sylvestre,-71.23,46.36
Saint-Théophile,-70.48,45.93
Saint-Tite,-72.56,46.73
Saint-Ubalde,-72.26,46.75
Saint-Ulric,-67.7,48.78
Saint-Vallier,-70.81,46.88
Saint-Victor,-70.9,46.15
Saint-Wenceslas,-72.33,46.16
Saint-Zacharie,-70.36,46.13
Saint-Zotique,-74.25,45.25
Salaberry-de-Valleyfield,-74.13,45.25
Salisbury,-65.04,46.02
Salmo,-117.27,49.19
Salmon Arm,-119.27,50.7
Salmon Creek,-65.83,45.83
Salmon River,-66.16,44.05
Saltair,-123.76,48.95
Saltcoats,-102.16,51.04
Saltery Bay,-124.18,49.78
Salvage,-53.66,48.67
Sambro,-63.6,44.47
San Clara,-101.42,51.49
Sandfield,-60.26,45.96
Sandspit,-131.81,53.25
Sandy Bay,-98.64,50.55
Sandy Beach,-64.42,48.81
Sandy Lake,-93.32,53.06
Sandy Point,-65.32,43.7
Sanford,-72.2,47.48
Sangudo,-114.9,53.88
Sanmaur,-73.79,47.89
Sarnia,-82.31,42.98
Sarsfield,-75.34,45.44
Saskatoon,-106.68,52.13
Sauble Beach,-81.26,44.63
Saugeen Shores,-81.37,44.4
Saulnierville,-66.12,44.26
Sault Ste. Marie,-84.34,46.55
Sault-au-Mouton,-69.25,48.54
Saumarez,-64.93,47.49
Savona,-120.83,50.75
Sawyerville,-71.56,45.33
Sayabec,-67.68,48.56
Sayward,-125.95,50.37
Scandia,-112.04,50.27
Sceptre,-109.26,50.86
Schefferville,-66.83,54.8
Schomberg,-79.68,44.0
Schreiber,-87.25,48.81
Schuler,-110.1,50.33
Scotch Creek,-119.45,50.9
Scots Bay,-64.39,45.3
Scotstown,-71.28,45.53
Scott,-71.06,46.5
Scoudouc,-64.56,46.16
Seaforth,-63.25,44.66
Seal Cove,-56.37,49.93
Searchmont,-84.05,46.78
Seba Beach,-114.73,53.55
Sechelt,-123.76,49.47
Sedgewick,-111.69,52.77
Sedley,-104.01,50.17
Seebe,-115.05,51.09
Seeleys Bay,-76.23,44.47
Seine River Village,-92.42,48.72
Selkirk,-79.93,42.83
Semans,-104.73,51.4
Senlac,-109.7,52.49
Senneterre,-77.23,48.38
Sept-Îles,-66.38,50.21
Seven Persons,-110.9,49.87
Sevogle,-65.82,47.08
Sexsmith,-118.78,55.35
Shag Harbour,-65.71,43.49
Shalalth,-122.21,50.72
Shallow Lake,-81.08,44.61
Shamattawa,-92.08,55.85
Sharon,-81.35,42.89
Shaunavon,-108.41,49.65
Shawinigan,-72.75,46.56
Shawnigan Lake,-123.62,48.65
Shawville,-76.48,45.6
Shebandowan,-90.06,48.62
Shediac,-64.53,46.22
Shediac Bridge,-64.58,46.27
Sheet Harbour,-62.53,44.92
Sheguiandah,-81.92,45.89
Sheho,-103.21,51.58
Shelburne,-65.32,43.76
Shell Lake,-107.06,53.3
Shellbrook,-106.38,53.22
Sherbrooke,-63.78,46.42
Sherridon,-101.08,55.12
Sherwood Park,-63.66,44.67
Sheshatshiu,-60.14,53.51
Sheshegwaning,-82.84,45.93
Shippagan,-64.72,47.73
Shoal Lake,-95.1,49.61
Shubenacadie,-63.4,45.08
Shuswap Falls,-118.81,50.29
Sicamous,-118.98,50.83
Sidney,-99.07,49.9
Siegas,-67.98,47.21
Sifton,-100.14,51.36
Sillikers,-65.87,46.94
Silver Sands,-114.65,53.63
Silverton,-101.15,50.76
Simcoe,-80.31,42.84
Simpson,-105.44,51.45
Singhampton,-80.24,44.35
Sintaluta,-103.44,50.47
Sioux Lookout,-91.92,50.09
Sioux Valley,-100.5,49.85
Skidegate,-131.99,53.26
Slave Lake,-114.77,55.28
Slesse Park,-121.81,49.08
Sliammon,-124.6,49.89
Slocan,-117.46,49.76
Smeaton,-104.81,53.49
Smiley,-109.47,51.62
Smith,-114.03,55.16
Smithers,-127.17,54.77
Smiths Falls,-76.01,44.9
Smithville,-61.33,46.1
Smoky Lake,-112.46,54.11
Smooth Rock Falls,-81.62,49.27
Snow Lake,-100.03,54.87
Sointula,-127.01,50.63
Sombra,-82.47,42.71
Somerset,-64.74,45.07
Sonningdale,-107.68,52.38
Sooke,-123.73,48.38
Sorel-Tracy,-73.11,46.04
Sorrento,-119.46,50.88
Souris,-62.25,46.35
South Branch,-63.08,45.16
South Brook,-56.08,49.4
South Bruce Peninsula,-81.21,44.7
South Harbour,-60.46,46.86
South Huron,-81.5,43.31
South Indian Lake,-98.93,56.78
South Mountain,-75.45,44.99
South Ohio,-66.06,43.92
South Porcupine,-81.21,48.48
South River,-53.26,47.53
Southampton,-64.24,45.59
Southbank,-125.76,54.01
Southend Reindeer,-103.26,56.31
Southey,-104.49,50.94
Spallumcheen,-119.21,50.4
Spaniard's Bay,-53.33,47.61
Spanish,-82.34,46.19
Sparta,-81.07,42.7
Sparwood,-114.88,49.73
Spences Bridge,-121.35,50.41
Spillimacheen,-116.36,50.9
Spirit River,-118.83,55.77
Spiritwood,-107.51,53.36
Split Lake,-96.09,56.24
Spragge,-82.65,46.2
Sprague,-95.63,49.03
Spring Coulee,-113.05,49.33
Springdale,-56.06,49.51
Springfield,-64.87,44.63
Springhill,-64.05,45.65
Springside,-102.74,51.34
Sproat Lake,-124.91,49.28
Spruce Grove,-113.9,53.55
Spruce View,-114.31,52.08
Sprucedale,-79.46,45.48
Sputinow,-110.25,53.91
Spy Hill,-101.68,50.6
Squamish,-123.15,49.69
Squatec,-68.72,47.88
St. Adolphe,-97.11,49.67
St. Alban's,-55.84,47.87
St. Albert,-113.62,53.63
St. Ambroise,-98.03,50.25
St. Andrews,-61.88,45.55
St. Anthony,-55.61,51.37
St. Benedict,-105.39,52.56
St. Brendan's,-53.66,48.85
St. Bride's,-54.17,46.92
St. Brieux,-104.88,52.63
St. Catharines,-79.25,43.16
St. Claude,-98.34,49.65
St. Eustache,-97.78,49.97
St. George,-66.82,45.13
St. Gregor,-104.82,52.17
St. Hilaire,-68.39,47.29
St. Isidore,-74.9,45.38
St. Jean Baptiste,-97.33,49.26
St. John's,-52.79,47.48
St. Lawrence,-55.4,46.9
St. Louis,-64.14,46.88
St. Lunaire-Griquet,-55.48,51.52
St. Malo,-96.94,49.31
St. Margaret Village,-60.47,46.98
St. Margarets,-65.19,46.9
St. Martins,-65.55,45.34
St. Marys,-61.09,45.54
St. Mary's,-53.53,46.91
St. Paul,-111.29,53.99
St. Pauls,-57.8,49.86
St. Peter's,-60.87,45.65
St. Peters Bay,-62.58,46.41
St. Stephen,-67.29,45.18
St. Teresa,-58.64,48.36
St. Theresa Point,-94.84,53.83
St. Thomas,-67.6,46.32
St. Victor,-105.86,49.43
St. Vincent's-St. Stephen's-Peter's River,-53.58,46.77
St. Walburg,-109.2,53.62
St. Williams,-80.41,42.66
St.-Charles,-80.47,46.35
Stand Off,-113.3,49.46
Standard,-112.98,51.1
Stanhope,-71.79,45.01
Stanley,-63.92,45.08
Stanley Mission,-104.56,55.41
Stanstead Plain,-72.09,45.01
Star City,-104.33,52.86
Starbuck,-97.61,49.77
Stavely,-113.64,50.16
Stayner,-80.07,44.39
Ste. Agathe,-97.18,49.56
Ste. Anne,-96.64,49.66
Ste. Rose du Lac,-99.52,51.05
Steinbach,-96.68,49.52
Stellarton,-62.65,45.55
Stephenville,-58.54,48.54
Stephenville Crossing,-58.45,48.52
Stettler,-112.7,52.32
St-Eugène,-74.46,45.5
Stevensville,-79.05,42.94
Stewart,-129.99,55.93
Stewart Valley,-107.8,50.59
Stewiacke,-63.34,45.13
Stirling,-60.43,45.73
St-Lazare,-101.3,50.44
Stockholm,-102.3,50.65
Stoke,-71.8,45.53
Stokes Bay,-81.36,45.0
Stonewall,-97.32,50.13
Stoney Point/Pointe-aux-Roches,-82.54,42.3
Stony Mountain,-97.21,50.08
Stony Plain,-114.0,53.52
Stony Rapids,-105.83,59.25
Storthoaks,-101.6,49.38
Stouffville,-79.24,43.97
Stoughton,-103.02,49.67
St-Pierre-Jolys,-96.98,49.44
Straffordville,-80.77,42.74
Strasbourg,-104.95,51.07
Stratford,-63.08,46.21
Strathclair,-100.39,50.4
Strathmore,-74.8,45.19
Strathroy,-81.61,42.96
Stratton,-94.16,48.68
Strome,-112.06,52.81
Stukely-Sud,-72.41,45.31
Sturdies Bay,-123.31,48.87
Sturgeon Falls,-79.92,46.36
Sturgis,-102.54,51.94
Sudbury,-80.97,46.5
Suffield,-111.16,50.21
Sugarcane,-121.98,52.1
Sully,-69.15,47.45
Sultan,-82.75,47.59
Summer Beaver,-88.51,52.74
Summerford,-54.78,49.49
Summerland,-119.68,49.6
Summerside,-63.78,46.39
Sun Valley,-105.54,50.65
Sundre,-114.63,51.79
Sundridge,-62.84,45.71
Sunny Corner,-65.81,46.94
Sunnyside,-53.91,47.87
Surrey,-64.63,45.91
Sussex,-65.51,45.72
Sutton,-72.61,45.1
Swan Hills,-115.4,54.71
Swan Lake,-98.79,49.41
Swan River,-101.26,52.1
Sweaburg,-80.76,43.06
Swift Current,-107.79,50.28
Sylvan Lake,-114.09,52.3
Sylvania,-104.0,52.69
Taber,-112.15,49.78
Tabusintac,-65.01,47.32
Tachie,-124.75,54.65
Tadoussac,-69.71,48.15
Taghum,-117.38,49.48
Tahsis,-126.66,49.91
Tamworth,-76.99,44.48
Tangent,-117.67,55.79
Tangier,-62.69,44.8
Tantallon,-63.9,44.65
Tappen,-119.33,50.78
Tara,-81.14,44.47
Taschereau,-78.68,48.66
Tasiujaq,-69.93,58.7
Tatamagouche,-63.29,45.71
Tavistock,-80.83,43.32
Taylor,-76.21,44.41
Taymouth,-66.6,46.18
Tee Lake,-79.04,46.75
Teeswater,-81.28,43.99
Teeterville,-80.44,42.94
Telegraph Creek,-131.16,57.9
Telkwa,-127.05,54.69
Temagami,-79.79,47.06
Témiscaming,-79.1,46.71
Temperance Vale,-67.24,46.06
Terence Bay,-63.72,44.47
Terrace,-128.59,54.51
Terrace Bay,-87.1,48.78
Terrebonne,-73.63,45.7
Terrenceville,-54.7,47.65
Tête-à-la-Baleine,-59.32,50.7
Teulon,-97.26,50.38
Thamesford,-81.0,43.05
Thamesville,-81.97,42.55
The Pas,-101.25,53.82
Thedford,-81.84,43.16
Theodore,-102.92,51.42
Thessalon,-83.55,46.26
Thetford Mines,-71.3,46.1
Thicket Portage,-97.68,55.31
Thivierge,-65.48,48.08
Thompson,-97.85,55.74
Thorhild,-113.12,54.15
Thornbury,-80.45,44.55
Thornloe,-79.76,47.66
Thornton,-79.72,44.27
Thorold,-79.22,43.07
Thorsby,-114.04,53.22
Three Hills,-113.26,51.7
Thrums,-117.58,49.33
Thunder Bay,-79.03,42.88
Thurso,-75.25,45.6
Tignish,-64.03,46.95
Tilbury,-82.43,42.25
Tilley,-75.98,44.44
Tillsonburg,-80.73,42.86
Timber Bay,-105.67,54.16
Timberlea,-63.74,44.66
Timmins,-81.33,48.47
Tingwick,-71.95,45.88
Tintagel,-125.6,54.2
Tisdale,-104.04,52.84
Tiverton,-66.21,44.39
Tlell,-131.93,53.56
Tobermory,-81.66,45.25
Tofield,-112.66,53.37
Tofino,-125.9,49.15
Togo,-101.58,51.4
Toledo,-75.99,44.74
Tomahawk,-114.76,53.39
Tompkins,-108.79,50.06
Topley,-126.3,54.5
Torbay,-52.75,47.65
Toronto,-79.39,43.67
Torquay,-103.48,49.14
Tracadie-Sheila,-64.91,47.51
Tracy,-66.68,45.67
Trail,-117.7,49.09
Treherne,-98.69,49.62
Trenton,-62.63,45.61
Trepassey,-53.36,46.74
Tribune,-103.82,49.24
Tring-Jonction,-70.98,46.26
Trochu,-113.22,51.82
Trois-Pistoles,-69.18,48.11
Trois-Rivières,-72.55,46.35
Trossachs,-104.22,49.63
Trout Creek,-79.36,45.98
Trout Lake,-61.45,45.26
Trout River,-58.12,49.47
Truemanville,-64.07,45.85
Truro,-63.27,45.36
Tsawwassen,-123.08,49.01
Tugaske,-106.28,50.87
Tulliby Lake,-110.18,53.71
Tumbler Ridge,-120.99,55.12
Turin,-81.87,42.52
Turkey Point,-80.32,42.69
Turner Valley,-114.28,50.67
Turnor Lake,-108.7,56.47
Turtle Creek,-64.88,45.96
Turtleford,-108.95,53.38
Tusket,-65.97,43.85
Tweed,-77.33,44.47
Twillingate,-54.74,49.64
Two Hills,-111.74,53.71
Tyndall,-96.65,50.08
Tyne Valley,-63.92,46.57
Ucluelet,-125.54,48.94
Umiujaq,-76.55,56.53
Union,-82.67,42.03
Union Bay,-124.88,49.58
Upper Fraser,-121.93,54.11
Upper Gagetown,-66.24,45.84
Upper Musquodoboit,-62.95,45.13
Upper Vaughan,-64.23,44.8
Upsalquitch,-66.88,47.82
Upton,-72.68,45.65
Usk,-128.41,54.63
Utopia,-66.77,45.14
Uxbridge,-79.18,44.14
Val Marie,-107.72,49.24
Val Rita,-82.54,49.44
Val-Brillant,-67.55,48.53
Val-Comeau,-64.88,47.46
Valcourt,-72.35,45.5
Val-d'Amour,-66.68,47.95
Val-David,-74.21,46.03
Val-d'Or,-77.78,48.1
Valemount,-119.28,52.82
Vallée-Jonction,-70.91,46.36
Valleyview,-76.53,44.24
Val-Paradis,-79.28,49.16
Van Anda,-124.55,49.75
Vancouver,-123.11,49.26
Vanderhoof,-124.0,54.01
Vanguard,-107.3,49.9
Vankleek Hill,-74.64,45.52
Vanscoy,-106.97,52.0
Varennes,-73.44,45.68
Vars,-75.35,45.35
Vassar,-95.83,49.09
Vaudreuil-Dorion,-74.03,45.4
Vaughan,-64.23,44.84
Vauxhall,-112.1,50.06
Vavenby,-119.71,51.58
Vegreville,-112.05,53.49
Verchères,-73.35,45.77
Vermilion,-110.85,53.35
Vermilion Bay,-93.38,49.85
Verner,-80.12,46.41
Vernon,-75.46,45.16
Verona,-76.69,44.48
Veteran,-111.12,52.0
Vibank,-103.94,50.33
Victoria,-53.23,47.77
Victoria Beach,-65.75,44.67
Victoria Harbour,-64.88,45.11
Victoriaville,-71.96,46.05
Vienna,-80.79,42.68
Viking,-111.77,53.09
Village of Queen Charlotte,-132.1,53.25
Villebois,-79.15,49.1
Ville-Marie,-79.43,47.33
Vilna,-111.92,54.11
Vimy,-113.65,54.06
Vineland,-79.39,43.15
Virden,-100.93,49.85
Virginiatown,-79.58,48.13
Viscount,-105.64,51.94
Vita,-96.56,49.13
Vittoria,-80.32,42.76
Vogar,-98.64,50.95
Vonda,-106.09,52.32
Vulcan,-113.26,50.4
Waasis,-66.57,45.82
Wabamun,-114.47,53.55
Wabana,-52.94,47.63
Wabasca-Desmarais,-113.85,55.96
Wabigoon,-92.6,49.72
Wabowden,-98.62,54.9
Wabush,-66.89,52.87
Wadena,-103.79,51.94
Wainwright,-110.85,52.83
Wakaw,-105.73,52.64
Wakefield,-67.52,46.22
Waldeck,-65.63,44.62
Waldheim,-106.65,52.62
Walhachin,-120.98,50.75
Walkerton,-81.15,44.12
Wallace,-63.47,45.81
Wallaceburg,-82.38,42.59
Walsh,-80.38,42.76
Walters Falls,-80.7,44.48
Walton,-64.0,45.22
Wapella,-101.97,50.25
Warburg,-114.32,53.17
Warkworth,-77.88,44.2
Warman,-106.58,52.32
Warner,-79.64,43.02
Warren,-64.12,45.84
Warwick,-71.98,45.95
Wasa,-115.73,49.78
Wasaga Beach,-80.01,44.49
Washago,-79.33,44.75
Waskada,-100.8,49.09
Waskaganish,-78.75,51.48
Waskatenau,-112.78,54.09
Waswanipi,-75.96,49.7
Waterford,-65.96,44.56
Waterhen,-99.54,51.83
Waterhen Reserve,-99.59,51.97
Waterloo,-64.68,44.32
Waterton Park,-113.91,49.05
Waterville,-64.67,45.05
Watford,-64.66,44.53
Watrous,-105.46,51.68
Watson,-104.51,52.12
Watson Lake,-128.7,60.06
Waupoos,-77.0,44.0
Waverley,-63.59,44.78
Wawanesa,-99.68,49.59
Wawota,-102.02,49.9
Webb,-108.2,50.18
Webbwood,-81.88,46.26
Webequie,-87.35,52.98
Wedgeport,-65.98,43.73
Weedon,-71.46,45.7
Weekes,-102.87,52.56
Weldon,-64.67,45.95
Welland,-79.22,42.99
Wellandport,-79.48,43.0
Wellesley,-80.71,43.55
Wellington,-63.99,46.45
Wells,-121.56,53.1
Welsford,-64.75,45.08
Wembley,-119.14,55.15
West Bay,-64.39,45.37
West Chezzetcook,-63.26,44.71
West Dalhousie,-65.22,44.71
West Guilford,-78.6,45.1
West Lorne,-81.6,42.6
West Nipissing,-80.04,46.44
West Vancouver,-123.15,49.33
West Wentworth,-63.6,45.68
Westbank,-119.63,49.83
Western Shore,-64.3,44.52
Westlock,-113.85,54.15
Westmeath,-76.88,45.81
Westport,-56.61,49.78
Westville,-62.71,45.55
Westwold,-119.75,50.46
Wetaskiwin,-113.37,52.96
Weyburn,-103.85,49.66
Weymouth,-65.99,44.41
Whapmagoostui,-77.75,55.28
Wharncliffe,-83.41,46.4
Wheatley,-82.46,42.09
Whistler,-122.95,50.11
Whitbourne,-53.54,47.42
Whitby,-78.95,43.93
Whitchurch-Stouffville,-79.31,44.0
White City,-104.35,50.43
White Fox,-104.08,53.45
White Lake,-77.46,44.44
White River,-85.28,48.59
White Rock,-64.41,45.05
Whitecourt,-115.68,54.14
Whitefish Bay,-93.95,49.4
Whitehorse,-135.08,60.69
Whitelaw,-118.07,56.1
Whitemouth,-95.97,49.95
Whitewood,-102.26,50.33
Whitney,-65.73,46.96
Whycocomagh,-61.11,45.97
Wiarton,-81.13,44.74
Wickham,-66.07,45.64
Wicklow,-67.59,46.49
Widewater,-115.03,55.36
Wikwemikong,-81.71,45.8
Wilberforce,-78.22,45.03
Wilcox,-104.72,50.09
Wilkie,-108.7,52.41
Williams Lake,-122.14,52.12
Williamsburg,-66.78,46.33
Williamsford,-80.86,44.37
Willingdon,-112.11,53.82
Willow Bunch,-105.63,49.39
Willow Grove,-65.81,45.33
Willow River,-122.46,54.06
Wilsons Beach,-66.93,44.93
Wimborne,-113.59,51.86
Winchester,-75.35,45.09
Windermere,-64.74,45.01
Windsor,-64.13,44.99
Windthorst,-102.83,50.1
Winfield,-80.6,43.67
Wingham,-81.3,43.88
Winkler,-97.94,49.18
Winlaw,-117.56,49.61
Winneway,-78.56,47.58
Winnipeg,-97.14,49.88
Winnipeg Beach,-96.97,50.49
Winnipegosis,-99.92,51.64
Winterton,-53.31,47.95
Wiseton,-107.65,51.31
Wishart,-103.97,51.54
Witless Bay,-52.82,47.28
Woburn,-70.86,45.38
Woking,-118.77,55.59
Wolfville,-64.35,45.09
Wollaston Lake,-103.16,58.1
Wolseley,-81.01,44.72
Wonowon,-121.8,56.73
Wood Mountain,-106.38,49.37
Woodlands,-66.76,46.17
Woodridge,-75.74,44.54
Woodsdale,-119.38,50.05
Woodstock,-55.89,49.96
Woodville,-59.36,47.86
Wooler,-77.7,44.15
Wotton,-71.8,45.73
Wrentham,-112.17,49.51
Wunnummin Lake,-89.29,52.93
Wyevale,-79.92,44.65
Wymark,-107.73,50.1
Wynndel,-116.55,49.18
Wynyard,-104.17,51.76
Wyoming,-82.12,42.95
Yahk,-116.08,49.08
Yale,-121.43,49.56
Yamachiche,-72.83,46.26
Yamaska,-72.91,46.0
Yarbo,-101.93,50.69
Yarker,-76.77,44.37
Yarmouth,-66.11,43.83
Yarrow,-122.05,49.08
Yellow Creek,-105.24,52.75
Yellow Grass,-104.16,49.8
Yellowknife,-114.37,62.45
Ymir,-117.21,49.28
York,-63.09,46.31
York Landing,-96.1,56.08
Yorkton,-102.46,51.21
Youbou,-124.2,48.86
Young,-105.74,51.76
Youngstown,-78.4,44.39
Zealandia,-107.74,51.61
Zeballos,-126.84,49.98
Zenon Park,-103.75,53.06
Zephyr,-79.26,44.2
Zurich,-81.62,43.42
